Date,Open,High,Low,Close,(High-Low),(Open-Close)
26-10-2020,11088.96,11101.72,11005.27,11056.74,96.45,32.22
23-10-2020,11054.66,11081.11,10995.14,11044.67,85.97,9.99
22-10-2020,10982.97,11041.16,10950.65,11029.65,90.51,-46.68
21-10-2020,11136.07,11166.53,10927.72,11001.09,238.81,134.98
20-10-2020,11140.18,11159.06,11023.31,11099.79,135.75,40.39
19-10-2020,11037.62,11168.76,11014.11,11142.07,154.65,-104.45
16-10-2020,11002.88,11042.91,10943.72,10985.43,99.19,17.45
15-10-2020,11115.71,11137.8,10939.75,10965.92,198.05,149.79
14-10-2020,11086.5,11095.56,11010.93,11086.96,84.63,-0.46
13-10-2020,11113.52,11195.36,11053.78,11074.74,141.58,38.78
12-10-2020,11145.81,11216.42,11070.33,11113.02,146.09,32.79
09-10-2020,11156.99,11195.97,11062.85,11083.21,133.12,73.78
08-10-2020,11211.15,11224.41,11117.12,11160.66,107.29,50.49
07-10-2020,11162.5,11222.46,11143.58,11170.6,78.88,-8.1
06-10-2020,11189.92,11255.35,11105.95,11135.79,149.4,54.13
05-10-2020,11164.01,11180.95,11099.26,11147.5,81.69,16.51
01-10-2020,11154.9,11164.59,11073.59,11109.96,91,44.94
30-09-2020,10932.13,11109.82,10901.64,11051.22,208.18,-119.09
29-09-2020,11105.58,11111.04,10883.74,10896.48,227.3,209.1
28-09-2020,11072.17,11103.77,10968.99,11052.99,134.78,19.18
25-09-2020,10865.14,11017.2,10820.55,10969.12,196.65,-103.98
24-09-2020,10797.44,10832.23,10724.11,10753.48,108.12,43.96
23-09-2020,10886.73,10980.05,10784.37,10854.77,195.68,31.96
22-09-2020,10940.42,10956.09,10744.94,10846.52,211.15,93.9
21-09-2020,11312.91,11317.22,10891.49,10939.94,425.73,372.97
18-09-2020,11400.57,11400.57,11233.95,11288.04,166.62,112.53
17-09-2020,11419.84,11436.6,11331.08,11345.14,105.52,74.7
16-09-2020,11412.14,11438.94,11369.19,11425.63,69.75,-13.49
15-09-2020,11433.29,11433.41,11340.59,11380.33,92.82,52.96
14-09-2020,11480.54,11498.62,11347.98,11378.42,150.64,102.12
11-09-2020,11363.54,11452.38,11349.98,11433.52,102.4,-69.98
10-09-2020,11348.28,11384.18,11298.71,11373.08,85.47,-24.8
09-09-2020,11312.03,11329.45,11249.43,11313.6,80.02,-1.57
08-09-2020,11459.02,11477.72,11363.25,11380.92,114.47,78.1
07-09-2020,11419.86,11484.68,11231.25,11466.31,253.43,-46.45
04-09-2020,11486.9,11498.31,11367.66,11383.03,130.65,103.87
03-09-2020,11507.05,11570.11,11500.61,11560.19,69.5,-53.14
02-09-2020,11530.4,11575.09,11461.17,11494.53,113.92,35.87
01-09-2020,11387.9,11530.79,11315.14,11486.59,215.65,-98.69
31-08-2020,11647.76,11663.04,11310.47,11348.47,352.57,299.29
28-08-2020,11669.63,11678.86,11568.91,11586.75,109.95,82.88
27-08-2020,11728.18,11755.64,11613.86,11626.34,141.78,101.84
26-08-2020,11689.57,11694.55,11628.49,11663.38,66.06,26.19
25-08-2020,11760.22,11770.11,11649.72,11674.45,120.39,85.77
24-08-2020,11766.82,11811.95,11725.53,11739.53,86.42,27.29
21-08-2020,11743.39,11779.85,11709.25,11738.87,70.6,4.52
20-08-2020,11693.39,11708.1,11619.31,11668.63,88.79,24.76
19-08-2020,11799.59,11836.78,11708.46,11723.31,128.32,76.28
18-08-2020,11722.76,11782.03,11711.62,11770.74,70.41,-47.98
17-08-2020,11635.69,11723.47,11578.55,11705.05,144.92,-69.36
14-08-2020,11765.31,11812.19,11547.64,11595.24,264.55,170.07
13-08-2020,11788.9,11821.56,11669.28,11757.47,152.28,31.43
12-08-2020,11782.18,11786.15,11704.44,11748.15,81.71,34.03
11-08-2020,11782.18,11786.15,11711.63,11766.95,74.52,15.23
10-08-2020,11707.94,11782.94,11691.05,11728.57,91.89,-20.63
07-08-2020,11613.29,11713.8,11576.66,11674.58,137.14,-61.29
06-08-2020,11479.41,11614.66,11467.23,11600.1,147.43,-120.69
05-08-2020,11510.9,11533.23,11408.95,11442.79,124.28,68.11
04-08-2020,11458.69,11528.26,11416.74,11469.79,111.52,-11.1
03-08-2020,11458.68,11484.25,11384.31,11418.14,99.94,40.54
31-07-2020,11374.43,11492.64,11361.94,11445.45,130.7,-71.02
30-07-2020,11527.69,11548.63,11329.64,11366.33,218.99,161.36
29-07-2020,11425.18,11533.83,11414.1,11464.58,119.73,-39.4
28-07-2020,11436.19,11502.37,11399.16,11444.61,103.21,-8.42
27-07-2020,11489.26,11542.3,11364.95,11401.68,177.35,87.58
24-07-2020,11482.83,11518,11336.11,11477.34,181.89,5.49
23-07-2020,11535.83,11591.44,11481.82,11502.37,109.62,33.46
22-07-2020,11642.22,11642.22,11458.11,11493.18,184.11,149.04
21-07-2020,11713.99,11724.62,11562.61,11575.98,162.01,138.01
20-07-2020,11693.42,11693.42,11565.98,11659.73,127.44,33.69
17-07-2020,11545.28,11647.32,11542.41,11616.94,104.91,-71.66
16-07-2020,11511.66,11553.9,11316.77,11527.35,237.13,-15.69
15-07-2020,11462.36,11538.48,11436.38,11500.99,102.1,-38.63
14-07-2020,11544.55,11558.18,11384.09,11421.97,174.09,122.58
13-07-2020,11444.88,11556.65,11441.81,11527.43,114.84,-82.55
10-07-2020,11312.48,11394.02,11288.86,11380.39,105.16,-67.91
09-07-2020,11374.46,11406.33,11287.07,11317.49,119.26,56.97
08-07-2020,11306.78,11411.36,11231.88,11357.81,179.48,-51.03
07-07-2020,11381.67,11385.27,11235.99,11272.33,149.28,109.34
06-07-2020,11357.46,11368.42,11306.25,11335.78,62.17,21.68
03-07-2020,11422.87,11465.54,11395.23,11429.25,70.31,-6.38
02-07-2020,11333.42,11385.36,11288.01,11356.8,97.35,-23.38
01-07-2020,11276.86,11345.15,11228.51,11321.78,116.64,-44.92
30-06-2020,11340.19,11345.82,11241.3,11258.33,104.52,81.86
29-06-2020,11248.01,11304.33,11173.79,11238.35,130.54,9.66
26-06-2020,11356.44,11414.31,11109.03,11144.9,305.28,211.54
25-06-2020,10987.37,11297.45,10987.14,11275.95,310.31,-288.58
24-06-2020,11081.01,11201.11,11012.99,11027.91,188.12,53.1
23-06-2020,10836.8,11036.66,10820.73,10996.59,215.93,-159.79
22-06-2020,10834.67,10886.32,10758.65,10798.42,127.67,36.25
19-06-2020,10773.75,10784.84,10698.66,10753.93,86.18,19.82
18-06-2020,10630.5,10752.82,10626.7,10724.98,126.12,-94.48
17-06-2020,10641.23,10723.92,10618.87,10646.94,105.05,-5.71
16-06-2020,10848.36,10876.67,10600.82,10684.54,275.85,163.82
15-06-2020,10907.88,10918.35,10679.64,10724.17,238.71,183.71
12-06-2020,10680.75,10912.08,10641.81,10886.81,270.27,-206.06
11-06-2020,11066.5,11106.9,10873.77,10894,233.13,172.5
10-06-2020,11062.93,11130.18,10991.07,11036.13,139.11,26.8
09-06-2020,11081.9,11255.73,11010.23,11035.95,245.5,45.95
08-06-2020,11140.07,11161.39,11015.54,11034.52,145.85,105.55
05-06-2020,11119.64,11138.33,11011.41,11034.87,126.92,84.77
04-06-2020,11050.97,11100.84,10954.81,11070.43,146.03,-19.46
03-06-2020,11076.61,11156.32,10999.21,11036.83,157.11,39.78
02-06-2020,11097.13,11099.76,10955.53,10965.24,144.23,131.89
01-06-2020,10981.65,11177.96,10981.65,11024.65,196.31,-43
29-05-2020,10584.47,10922.88,10543.57,10897.67,379.31,-313.2
28-05-2020,10528.67,10612.94,10463.8,10591.43,149.14,-62.76
27-05-2020,10482.73,10521.49,10322.93,10495.71,198.56,-12.98
26-05-2020,10430.86,10565.63,10393.6,10444.87,172.03,-14.01
22-05-2020,10353.8,10420.95,10284.29,10339.59,136.66,14.21
21-05-2020,10215.16,10391.94,10143.05,10359.21,248.89,-144.05
20-05-2020,10052.98,10234.98,10051.2,10179.83,183.78,-126.85
19-05-2020,10040.35,10085.53,10001.41,10043.44,84.12,-3.09
18-05-2020,10153.56,10153.61,9959.38,9981.8,194.23,171.76
15-05-2020,10070.3,10102.41,10017.27,10077.72,85.14,-7.42
14-05-2020,10003.04,10131.76,9963.75,10062.18,168.01,-59.14
13-05-2020,10429.15,10429.15,9996.14,10016.58,433.01,412.57
12-05-2020,10020.33,10097.84,9889.08,10077.56,208.76,-57.23
11-05-2020,10116.31,10203.57,10004.65,10025.85,198.92,90.46
08-05-2020,10054.2,10083.07,10000.84,10061.63,82.23,-7.43
07-05-2020,9958.34,9958.34,9805.68,9877.32,152.66,81.02
06-05-2020,10214.23,10214.23,9928.99,10009.2,285.24,205.03
05-05-2020,10441.94,10514.64,10197.33,10211.77,317.31,230.17
04-05-2020,10609.29,10629.72,10332.38,10349.78,297.34,259.51
30-04-2020,10920.15,10921.23,10691.71,10770.7,229.52,149.45
29-04-2020,10913.18,10913.18,10765.21,10783.62,147.97,129.56
28-04-2020,10998.69,11013.43,10779.69,10837.22,233.74,161.47
27-04-2020,10812.54,10953.64,10812.54,10939.79,141.1,-127.25
24-04-2020,10849.62,10917.42,10757.66,10771.83,159.76,77.79
23-04-2020,11068.25,11162.38,10803.69,10836.71,358.69,231.54
22-04-2020,10751.86,11009.85,10608.77,10980.35,401.08,-228.49
21-04-2020,10668.79,10854.34,10597.26,10715.25,257.08,-46.46
20-04-2020,11120.27,11145.34,10757.73,10785.34,387.61,334.93
17-04-2020,11344.16,11360.12,10967.16,11004.05,392.96,340.11
16-04-2020,11151.51,11292.81,11017.62,11114.13,275.19,37.38
15-04-2020,10842.37,11239.35,10842.37,11169.36,396.98,-326.99
13-04-2020,10911.48,10911.48,10655.9,10705.96,255.58,205.52
09-04-2020,11069.01,11088.77,10802.04,10878.65,286.73,190.36
08-04-2020,10757.83,11219.16,10678.82,10841.04,540.34,-83.21
07-04-2020,10410.25,10831.23,10259.31,10804.25,571.92,-394
03-04-2020,10022.63,10208.65,9813.13,9982,395.52,40.63
01-04-2020,10306.82,10373.45,9837.58,9898.67,535.87,408.15
31-03-2020,9871.96,10281.83,9775.36,10254.89,506.47,-382.93
30-03-2020,9572.5,9824.98,9441.91,9697.21,383.07,-124.71
27-03-2020,9900.26,9947.23,9462.06,9632.65,485.17,267.61
26-03-2020,9267.91,9817.77,9078.72,9660.92,739.05,-393.01
25-03-2020,8889.09,9211.93,8826.15,9124.39,385.78,-235.3
24-03-2020,8986.73,9207.95,8741.46,8943.23,466.49,43.5
23-03-2020,9306.94,9320.26,8627.38,8672.18,692.88,634.76
20-03-2020,9035.99,9739.76,9035.99,9681.25,703.77,-645.26
19-03-2020,8970.66,9089.86,8491.04,8954.91,598.82,15.75
18-03-2020,9506.23,9506.23,8994.77,9047.01,511.46,459.22
17-03-2020,9265.73,9614.04,9172,9339.86,442.04,-74.13
16-03-2020,9701.51,9701.51,9156.69,9225.66,544.82,475.85
13-03-2020,9480.84,10039.83,8771.88,9781.62,"1,267.95",-300.78
12-03-2020,10271.54,10271.54,9596.27,9754.26,675.27,517.28
11-03-2020,10385.72,10546.28,10321.19,10488.93,225.09,-103.21
09-03-2020,10716.68,10716.68,10387.6,10467.14,329.08,249.54
06-03-2020,10886.86,10903,10709.24,10806.23,193.76,80.63
05-03-2020,10961.29,11150.26,10953.57,11021.17,196.69,-59.88
04-03-2020,11047.52,11067.01,10798.53,10919.74,268.48,127.78
03-03-2020,10957.25,11067.78,10904.07,11004.2,163.71,-46.95
02-03-2020,11028.14,11208.99,10839.03,10916.2,369.96,111.94
28-02-2020,11094.62,11094.62,10870.95,10963.84,223.67,130.78
27-02-2020,11259.55,11268.57,11095.49,11224.38,173.08,35.17
26-02-2020,11304.81,11328.79,11188.05,11238.48,140.74,66.33
25-02-2020,11325.81,11470.17,11300.14,11306.25,170.03,19.56
24-02-2020,11497.82,11499.03,11292.19,11308.68,206.84,189.14
20-02-2020,11572.96,11587.27,11480.85,11496.05,106.42,76.91
19-02-2020,11436.2,11581.71,11426.07,11563.85,155.64,-127.65
18-02-2020,11481.41,11481.41,11288.76,11385.33,192.65,96.08
17-02-2020,11569.18,11585.84,11446.35,11456.78,139.49,112.4
14-02-2020,11697.67,11742.77,11500.17,11531.89,242.6,165.78
13-02-2020,11691.39,11691.39,11621.35,11678.09,70.04,13.3
12-02-2020,11502.81,11705.89,11493.86,11670.29,212.03,-167.48
11-02-2020,11603.18,11615.96,11442.22,11452.8,173.74,150.38
10-02-2020,11594.79,11605.29,11470.09,11481.85,135.2,112.94
07-02-2020,11618.48,11639.48,11568.19,11585.68,71.29,32.8
06-02-2020,11656.27,11728.66,11522.57,11574.84,206.09,81.43
05-02-2020,11614.56,11659.16,11563.92,11633.19,95.24,-18.63
04-02-2020,11566.86,11625.18,11491.03,11582.34,134.15,-15.48
03-02-2020,11349.65,11563.13,11236.92,11461.64,326.21,-111.99
01-02-2020,11737.28,11782.7,11324.34,11380.1,458.36,357.18
31-01-2020,11753.66,11753.66,11623.41,11641.54,130.25,112.12
30-01-2020,11915.9,11915.96,11662.33,11692.51,253.63,223.39
29-01-2020,11759.62,11922.19,11752.65,11896.51,169.54,-136.89
28-01-2020,11833.21,11854.89,11714.35,11727.15,140.54,106.06
27-01-2020,11925.06,11929.98,11806.13,11821.83,123.85,103.23
24-01-2020,11866.04,11967.13,11845.4,11940.92,121.73,-74.88
23-01-2020,11824.89,11868.65,11772.93,11855.3,95.72,-30.41
22-01-2020,11859.65,11873.43,11780.29,11824.9,93.14,34.75
21-01-2020,11934.28,11934.28,11819.88,11830.26,114.4,104.02
20-01-2020,11958.88,11990.15,11913.76,11933.38,76.39,25.5
17-01-2020,11926.4,11967.14,11907.15,11921.87,59.99,4.53
16-01-2020,11880.44,11960.9,11849.15,11909.5,111.75,-29.06
15-01-2020,11838.19,11870.03,11768.42,11854.99,101.61,-16.8
14-01-2020,11683.32,11831.63,11647.42,11823.14,184.21,-139.82
13-01-2020,11555.75,11659.95,11543.01,11652.59,116.94,-96.84
10-01-2020,11451.34,11522.08,11448.09,11513.71,73.99,-62.37
09-01-2020,11380.94,11440.17,11378.02,11418.59,62.15,-37.65
08-01-2020,11323.97,11348.07,11264.97,11333.12,83.1,-9.15
07-01-2020,11359.05,11407.73,11324.29,11337.19,83.44,21.86
06-01-2020,11432.84,11432.84,11292.77,11298.85,140.07,133.99
03-01-2020,11504.67,11505.08,11409.13,11430.56,95.95,74.11
02-01-2020,11491.64,11517.69,11473.32,11486.26,44.37,5.38
01-01-2020,11450.53,11467.56,11410.26,11462.48,57.3,-11.95
31-12-2019,11475.37,11477.62,11396.58,11405.88,81.04,69.49
30-12-2019,11441.37,11507.51,11428.92,11448.3,78.59,-6.93
27-12-2019,11417.99,11433.56,11390.17,11421.83,43.39,-3.84
26-12-2019,11460.69,11468.09,11388.08,11394.63,80.01,66.06
24-12-2019,11471.7,11479.74,11418.3,11440.69,61.44,31.01
23-12-2019,11552.4,11566.92,11433.16,11447.19,133.76,105.21
20-12-2019,11511.28,11529.66,11424.74,11501.76,104.92,9.52
19-12-2019,11496.78,11556.82,11471.04,11504.57,85.78,-7.79
18-12-2019,11453.64,11486.11,11353.56,11474.14,132.55,-20.5
17-12-2019,11390.69,11484.8,11371.22,11432.36,113.58,-41.67
16-12-2019,11568.27,11568.27,11356.54,11365.75,211.73,202.52
13-12-2019,11489.58,11534.46,11450.38,11513.41,84.08,-23.83
12-12-2019,11411.78,11485.06,11401.6,11434.04,83.46,-22.26
11-12-2019,11391.37,11446.76,11353.13,11392.9,93.63,-1.53
10-12-2019,11537.07,11540.59,11372.5,11381.13,168.09,155.94
09-12-2019,11577.35,11582.09,11476.1,11508.46,105.99,68.89
06-12-2019,11699.72,11705.13,11548.23,11565.59,156.9,134.13
05-12-2019,11642.72,11684.01,11618.73,11667.95,65.28,-25.23
04-12-2019,11630.68,11657.9,11581.73,11633.7,76.17,-3.02
03-12-2019,11736.03,11736.27,11588.2,11618.53,148.07,117.5
02-12-2019,11743.42,11744.01,11673.03,11697.91,70.98,45.51
29-11-2019,11837.92,11841.87,11696.46,11723.58,145.41,114.34
28-11-2019,11833.52,11840.96,11776.02,11824.23,64.94,9.29
27-11-2019,11781.64,11828.9,11770.83,11818.11,58.07,-36.47
26-11-2019,11790.8,11825.8,11699.12,11763,126.68,27.8
25-11-2019,11712.05,11769.4,11651.85,11756.15,117.55,-44.1
22-11-2019,11718.69,11751.84,11632.96,11651.65,118.88,67.04
21-11-2019,11777.44,11780.53,11669.75,11685.16,110.78,92.28
20-11-2019,11773.3,11803.4,11653.49,11754.99,149.91,18.31
19-11-2019,11795.14,11808.69,11703.23,11720.9,105.46,74.24
18-11-2019,11842.88,11881.34,11755.92,11789.01,125.42,53.87
15-11-2019,11917.23,11969.17,11812.59,11828.61,156.58,88.62
14-11-2019,11987.65,11987.65,11868.02,11900.22,119.63,87.43
13-11-2019,12078.58,12090.42,11938.99,11959.74,151.43,118.84
11-11-2019,12100.75,12140.82,12016.21,12026.52,124.61,74.23
08-11-2019,12318.14,12324.7,12082.29,12094.26,242.41,223.88
07-11-2019,12328.21,12351.61,12247.1,12316.31,104.51,11.9
06-11-2019,12303.58,12329.23,12212.99,12269.47,116.24,34.11
05-11-2019,12250.85,12281.05,12161.92,12270.51,119.13,-19.66
04-11-2019,12342.28,12377.85,12226.17,12232.94,151.68,109.34
01-11-2019,12270.08,12349.89,12257.6,12302.39,92.29,-32.31
31-10-2019,12252.62,12338.42,12206.36,12245.94,132.06,6.68
30-10-2019,12140.04,12278.94,12138.35,12239.83,140.59,-99.79
29-10-2019,12052.13,12114.09,11942.25,12098.23,171.84,-46.1
27-10-2019,12063.47,12067.66,12013.36,12032.29,54.3,31.18
25-10-2019,12164.7,12189.15,11945.33,11977.55,243.82,187.15
24-10-2019,12108.5,12143.45,11974.33,12015.47,169.12,93.03
23-10-2019,12039.25,12087,11985.75,12071.68,101.25,-32.43
22-10-2019,11935.05,12073.47,11923.64,12008.05,149.83,-73
18-10-2019,11858.27,11946.36,11812.35,11929.21,134.01,-70.94
17-10-2019,11693.61,11864.83,11689.15,11849.09,175.68,-155.48
16-10-2019,11710.98,11723.99,11643.39,11693.79,80.6,17.19
15-10-2019,11695.51,11762.46,11618.19,11703.75,144.27,-8.24
14-10-2019,11599.94,11632.26,11540.05,11579.2,92.21,20.74
11-10-2019,11453.26,11547.27,11397.71,11520.59,149.56,-67.33
10-10-2019,11456.04,11465.04,11373.53,11402.29,91.51,53.75
09-10-2019,11478.82,11497.99,11376.87,11449.25,121.12,29.57
07-10-2019,11528.3,11574.84,11423.34,11438.65,151.5,89.65
04-10-2019,11699.87,11740.98,11492.98,11501.29,248,198.58
03-10-2019,11670.96,11684.68,11581.79,11671.87,102.89,-0.91
01-10-2019,11790.14,11850.09,11621.12,11653.01,228.97,137.13
30-09-2019,11776.37,11785.34,11625.43,11766.98,159.91,9.39
27-09-2019,11741.36,11858.42,11715.26,11733.82,143.16,7.54
26-09-2019,11687.1,11760.98,11619.13,11735.66,141.85,-48.56
25-09-2019,11826.71,11828.25,11602.23,11674.13,226.02,152.58
24-09-2019,11820.28,11871.41,11722.31,11825.65,149.1,-5.37
23-09-2019,11519.29,11990.81,11519.29,11773.47,471.52,-254.18
20-09-2019,10876.17,11405.5,10826.5,11290.35,579,-414.18
19-09-2019,10968.55,10972.76,10842.91,10863.2,129.85,105.35
18-09-2019,10932.71,10980.79,10840.72,10955.18,140.07,-22.47
17-09-2019,10954.47,11002.06,10896.93,10908.21,105.13,46.26
16-09-2019,10887.46,10959.45,10844.15,10952.27,115.3,-64.81
13-09-2019,10911.43,10917.77,10853.63,10883.98,64.14,27.45
12-09-2019,10976.27,11000.68,10865.17,10880.53,135.51,95.74
11-09-2019,10987.15,10997.42,10940.15,10952.39,57.27,34.76
09-09-2019,10919.94,11026.74,10887.95,10987.26,138.79,-67.32
06-09-2019,10931.38,10957.49,10875.25,10893.63,82.24,37.75
05-09-2019,10874.05,10975.55,10872.05,10910.76,103.5,-36.71
04-09-2019,10926.7,10992.01,10822.31,10888.57,169.7,38.13
03-09-2019,11053.59,11053.9,10876.93,10901.92,176.97,151.67
30-08-2019,10917.45,11107.49,10860.57,11077.23,246.92,-159.78
29-08-2019,10922.66,10971.11,10860.15,10888.31,110.96,34.35
28-08-2019,10990.42,11004.22,10859.51,10939.8,144.71,50.62
27-08-2019,10913.55,11021.66,10891.74,10980.16,129.92,-66.61
26-08-2019,10906.74,10906.74,10662.91,10875.71,243.83,31.03
23-08-2019,10789.69,10809.82,10658.52,10706.36,151.3,83.33
22-08-2019,10832.66,10930.92,10774.39,10796.48,156.53,36.18
21-08-2019,10924.46,10924.99,10792.9,10809.29,132.09,115.17
20-08-2019,10976.15,10976.58,10862.65,10880.7,113.93,95.45
19-08-2019,10995.15,11118.05,10950.99,10963.76,167.06,31.39
16-08-2019,10939.82,10999.24,10848.6,10980.87,150.64,-41.05
14-08-2019,10881.52,11012.42,10845.67,10937.03,166.75,-55.51
13-08-2019,11091.9,11091.9,10831.25,10871.25,260.65,220.65
09-08-2019,11072.72,11113.08,11023.62,11079.77,89.46,-7.05
08-08-2019,10917.95,11035.83,10909.78,11026.22,126.05,-108.27
07-08-2019,10951.1,11012.36,10879.61,10900.51,132.75,50.59
06-08-2019,10896.54,11011.22,10874.11,10943.21,137.11,-46.67
05-08-2019,11019.26,11019.26,10814.89,10907.61,204.37,111.65
02-08-2019,11024.46,11030.65,10887.71,10982.5,142.94,41.96
01-08-2019,11063.49,11074.22,10960.21,11012.75,114.01,50.74
31-07-2019,10990.67,11098.07,10876.3,11062.33,221.77,-71.66
30-07-2019,11060.79,11069.62,10986.36,11006.99,83.26,53.8
29-07-2019,11112.6,11148.15,11014.72,11046.15,133.43,66.45
26-07-2019,11086.59,11129.39,11023.92,11115.88,105.47,-29.29
25-07-2019,11103.5,11159.86,11041.74,11057.97,118.12,45.53
24-07-2019,11079.49,11100.76,10969.09,11086.53,131.67,-7.04
23-07-2019,10968.88,11103.88,10926.57,11067.8,177.31,-98.92
22-07-2019,11099.6,11099.6,10893.94,10929.01,205.66,170.59
19-07-2019,11277.16,11313.14,11054.28,11087.43,258.86,189.73
18-07-2019,11306.77,11306.77,11243.05,11254.75,63.72,52.02
17-07-2019,11209.7,11298.24,11179.48,11289.41,118.76,-79.71
16-07-2019,11125.29,11227.66,11119.22,11210.74,108.44,-85.45
15-07-2019,11259.36,11259.4,11114.34,11122.01,145.06,137.35
12-07-2019,11275.81,11275.81,11195.74,11219.95,80.07,55.86
11-07-2019,11182.97,11264.47,11178.3,11231.97,86.17,-49
10-07-2019,11280.69,11305.95,11142.33,11181.99,163.62,98.7
09-07-2019,11380.89,11380.89,11225.97,11238.09,154.92,142.8
08-07-2019,11541.87,11541.88,11332.46,11346.54,209.42,195.33
05-07-2019,11495.9,11579.26,11328.08,11505.35,251.18,-9.45
04-07-2019,11475.07,11496.9,11426.5,11484.14,70.4,-9.07
03-07-2019,11440.3,11451.79,11362.82,11441.96,88.97,-1.66
02-07-2019,11392.29,11410.02,11351.58,11394.85,58.44,-2.56
01-07-2019,11403.55,11424.65,11356.6,11364.48,68.05,39.07
28-06-2019,11357.82,11376.67,11325.26,11361.92,51.41,-4.1
27-06-2019,11381.71,11406.55,11313.08,11332.42,93.47,49.29
26-06-2019,11371.57,11410.51,11334.37,11362.05,76.14,9.52
25-06-2019,11354.27,11396.58,11271.02,11365.82,125.56,-11.55
24-06-2019,11311.76,11385.11,11304.25,11330.86,80.86,-19.1
21-06-2019,11435.43,11435.53,11298.17,11309.78,137.36,125.65
20-06-2019,11401.54,11423.92,11311.19,11413.68,112.73,-12.14
19-06-2019,11398.51,11466.55,11356.15,11401.35,110.4,-2.84
18-06-2019,11434.63,11434.63,11327.9,11380.33,106.73,54.3
17-06-2019,11537.81,11551.13,11396.66,11417.35,154.47,120.46
14-06-2019,11650.32,11650.6,11491.4,11516.21,159.2,134.11
13-06-2019,11652.61,11652.61,11585.26,11633.65,67.35,18.96
12-06-2019,11683.09,11684.36,11580.87,11653.86,103.49,29.23
11-06-2019,11679.05,11706.3,11635.61,11653.11,70.69,25.94
10-06-2019,11583.27,11679.9,11574.97,11658.64,104.93,-75.37
07-06-2019,11555.35,11573.42,11472.09,11531.67,101.33,23.68
06-06-2019,11659.31,11673.94,11543.23,11561.44,130.71,97.87
04-06-2019,11661.36,11680.22,11599.42,11617.93,80.8,43.43
03-06-2019,11575.34,11655.55,11540.61,11644.11,114.94,-68.77
31-05-2019,11646.88,11738.9,11491.61,11518.09,247.29,128.79
30-05-2019,11653.41,11687.83,11627.68,11638.12,60.15,15.29
29-05-2019,11692.73,11704.06,11617.64,11629.24,86.42,63.49
28-05-2019,11688.64,11698.97,11613.95,11649.4,85.02,39.24
27-05-2019,11602.54,11655.58,11573.91,11644.25,81.67,-41.71
24-05-2019,11568.13,11594.75,11444.17,11560.19,150.58,7.94
23-05-2019,11828.29,11869.48,11449.71,11481.84,419.77,346.45
22-05-2019,11763.7,11763.7,11626.82,11694.26,136.88,69.44
21-05-2019,11853.79,11910.9,11772.98,11793.42,137.92,60.37
20-05-2019,11734.38,11841.44,11657.32,11827.65,184.12,-93.27
17-05-2019,11366.09,11615.29,11345.87,11601.02,269.42,-234.93
16-05-2019,11384.5,11391.5,11289.3,11339.11,102.2,45.39
15-05-2019,11404.18,11421.34,11319.21,11341.86,102.13,62.32
14-05-2019,11294.7,11398.07,11235.03,11330.49,163.04,-35.79
13-05-2019,11428.86,11533.34,11231.76,11270.76,301.58,158.1
10-05-2019,11460.41,11494.31,11382.37,11403.66,111.94,56.75
09-05-2019,11438.2,11496.33,11365.68,11458.46,130.65,-20.26
08-05-2019,11524.38,11541.44,11432.89,11447.38,108.55,77
07-05-2019,11637.4,11679.33,11516.71,11530.78,162.62,106.62
06-05-2019,11601.07,11601.07,11476.93,11567.66,124.14,33.41
03-05-2019,11691.91,11703.06,11576.21,11593.82,126.85,98.09
02-05-2019,11792.5,11814.03,11674.12,11708.83,139.91,83.67
30-04-2019,11855.74,11903.71,11742.87,11764.37,160.84,91.37
26-04-2019,11863.52,11871.6,11792.19,11844.69,79.41,18.83
25-04-2019,11909.67,11980.02,11802.8,11826.62,177.22,83.05
24-04-2019,11851.93,11921.88,11752.76,11905.51,169.12,-53.58
23-04-2019,11854.12,11882.14,11821.98,11847.21,60.16,6.91
22-04-2019,11890.27,11890.27,11802.66,11817.96,87.61,72.31
18-04-2019,11985.36,11997.13,11860.75,11881.72,136.38,103.64
16-04-2019,11945.47,12017.48,11918.53,11971.46,98.95,-25.99
15-04-2019,11915.87,11977.87,11867.33,11898.45,110.54,17.42
12-04-2019,11687.86,11890.75,11687.79,11879.53,202.96,-191.67
11-04-2019,11642.04,11700.39,11621.92,11679.62,78.47,-37.58
10-04-2019,11627.18,11688.31,11610.17,11618.72,78.14,8.46
09-04-2019,11599.48,11658.84,11573.4,11650.35,85.44,-50.87
08-04-2019,11633.4,11656.5,11554.91,11576.34,101.59,57.06
05-04-2019,11653.16,11675.7,11591.83,11628.2,83.87,24.96
04-04-2019,11660.05,11675.46,11617.79,11642.91,57.67,17.14
03-04-2019,11706.31,11727.7,11637.02,11651.72,90.68,54.59
02-04-2019,11721.88,11755.1,11655.24,11671.18,99.86,50.7
01-04-2019,11756.39,11827.64,11707.98,11723.14,119.66,33.25
29-03-2019,11792.21,11831.07,11718.82,11741.51,112.25,50.7
28-03-2019,11656.88,11780.13,11614.62,11757.9,165.51,-101.02
27-03-2019,11624.38,11713.16,11582.53,11611.23,130.63,13.15
26-03-2019,11611.76,11637.29,11552.88,11611.52,84.41,0.24
25-03-2019,11685.73,11686.03,11545.65,11596.24,140.38,89.49
22-03-2019,11770.74,11781.75,11659.14,11692.75,122.61,77.99
